funcid,dim,milestone,error
13,50,1,1.094460e+10
13,50,2,1.094460e+10
13,50,3,1.094460e+10
13,50,5,1.094460e+10
13,50,10,1.094460e+10
13,50,20,1.094460e+10
13,50,30,1.094460e+10
13,50,40,1.094460e+10
13,50,50,1.094460e+10
13,50,60,1.094460e+10
13,50,70,1.094460e+10
13,50,80,8.439578e+09
13,50,90,8.439578e+09
13,50,100,8.439578e+09
13,50,1,2.456809e+10
13,50,2,1.547419e+10
13,50,3,1.547419e+10
13,50,5,1.547419e+10
13,50,10,1.547419e+10
13,50,20,1.547419e+10
13,50,30,1.547419e+10
13,50,40,1.547419e+10
13,50,50,1.547419e+10
13,50,60,1.445852e+10
13,50,70,1.445852e+10
13,50,80,1.445852e+10
13,50,90,1.445852e+10
13,50,100,1.445852e+10
13,50,1,1.062347e+10
13,50,2,1.062347e+10
13,50,3,1.062347e+10
13,50,5,1.062347e+10
13,50,10,1.062347e+10
13,50,20,1.062347e+10
13,50,30,1.062347e+10
13,50,40,1.062347e+10
13,50,50,1.062347e+10
13,50,60,1.062347e+10
13,50,70,1.062347e+10
13,50,80,1.062347e+10
13,50,90,1.062347e+10
13,50,100,1.062347e+10
13,50,1,1.209329e+10
13,50,2,1.209329e+10
13,50,3,1.209329e+10
13,50,5,1.209329e+10
13,50,10,1.209329e+10
13,50,20,1.209329e+10
13,50,30,1.209329e+10
13,50,40,1.209329e+10
13,50,50,1.209329e+10
13,50,60,1.209329e+10
13,50,70,1.209329e+10
13,50,80,1.209329e+10
13,50,90,1.209329e+10
13,50,100,1.209329e+10
13,50,1,1.437497e+10
13,50,2,1.437497e+10
13,50,3,1.437497e+10
13,50,5,1.437497e+10
13,50,10,1.437497e+10
13,50,20,1.437497e+10
13,50,30,1.437497e+10
13,50,40,1.437497e+10
13,50,50,1.437497e+10
13,50,60,1.437497e+10
13,50,70,1.437497e+10
13,50,80,1.437497e+10
13,50,90,1.437497e+10
13,50,100,1.437497e+10
13,50,1,2.817058e+10
13,50,2,1.432729e+10
13,50,3,1.432729e+10
13,50,5,1.432729e+10
13,50,10,1.432729e+10
13,50,20,1.432729e+10
13,50,30,1.432729e+10
13,50,40,1.432729e+10
13,50,50,1.432729e+10
13,50,60,1.432729e+10
13,50,70,1.432729e+10
13,50,80,1.432729e+10
13,50,90,1.432729e+10
13,50,100,1.432729e+10
13,50,1,2.004144e+10
13,50,2,2.004144e+10
13,50,3,2.004144e+10
13,50,5,1.188757e+10
13,50,10,1.188757e+10
13,50,20,1.188757e+10
13,50,30,1.188757e+10
13,50,40,1.188757e+10
13,50,50,1.188757e+10
13,50,60,1.188757e+10
13,50,70,1.188757e+10
13,50,80,1.188757e+10
13,50,90,1.188757e+10
13,50,100,1.188757e+10
13,50,1,1.338537e+10
13,50,2,1.338537e+10
13,50,3,1.338537e+10
13,50,5,1.338537e+10
13,50,10,1.338537e+10
13,50,20,1.338537e+10
13,50,30,1.338537e+10
13,50,40,1.338537e+10
13,50,50,1.338537e+10
13,50,60,1.338537e+10
13,50,70,1.338537e+10
13,50,80,1.338537e+10
13,50,90,7.368233e+09
13,50,100,7.368233e+09
13,50,1,1.993351e+10
13,50,2,1.993351e+10
13,50,3,1.792444e+10
13,50,5,1.792444e+10
13,50,10,1.792444e+10
13,50,20,1.792444e+10
13,50,30,1.792444e+10
13,50,40,1.792444e+10
13,50,50,1.792444e+10
13,50,60,1.792444e+10
13,50,70,1.792444e+10
13,50,80,1.792444e+10
