funcid,dim,milestone,error
2,50,1,1.368087e+67
2,50,2,1.167679e+64
2,50,3,1.167679e+64
2,50,5,1.512508e+62
2,50,10,7.141466e+59
2,50,20,1.778662e+58
2,50,30,1.778662e+58
2,50,40,1.778662e+58
2,50,50,1.778662e+58
2,50,60,1.778662e+58
2,50,70,1.078460e+58
2,50,80,1.078460e+58
2,50,90,1.078460e+58
2,50,100,4.449062e+56
2,50,1,6.402660e+68
2,50,2,2.277598e+65
2,50,3,2.100894e+63
2,50,5,1.386421e+55
2,50,10,1.386421e+55
2,50,20,1.386421e+55
2,50,30,1.386421e+55
2,50,40,1.386421e+55
2,50,50,1.386421e+55
2,50,60,1.386421e+55
2,50,70,1.386421e+55
2,50,80,1.386421e+55
2,50,90,1.386421e+55
2,50,100,1.386421e+55
2,50,1,2.920525e+63
2,50,2,7.508854e+62
2,50,3,4.919677e+60
2,50,5,4.919677e+60
2,50,10,2.392804e+59
2,50,20,1.908745e+58
2,50,30,1.908745e+58
2,50,40,1.908745e+58
2,50,50,1.908745e+58
2,50,60,1.066333e+55
2,50,70,1.066333e+55
2,50,80,1.066333e+55
2,50,90,1.066333e+55
2,50,100,1.066333e+55
2,50,1,3.886192e+59
2,50,2,3.886192e+59
2,50,3,3.886192e+59
2,50,5,3.886192e+59
2,50,10,5.142572e+56
2,50,20,5.142572e+56
2,50,30,1.114436e+56
2,50,40,1.114436e+56
2,50,50,7.608896e+52
2,50,60,7.608896e+52
2,50,70,7.608896e+52
2,50,80,7.608896e+52
2,50,90,7.608896e+52
2,50,100,7.608896e+52
2,50,1,1.556016e+68
2,50,2,2.588905e+67
2,50,3,1.383394e+58
2,50,5,1.383394e+58
2,50,10,1.383394e+58
2,50,20,1.383394e+58
2,50,30,1.383394e+58
2,50,40,1.383394e+58
2,50,50,1.383394e+58
2,50,60,1.383394e+58
2,50,70,1.383394e+58
2,50,80,1.288025e+53
2,50,90,1.288025e+53
2,50,100,1.288025e+53
2,50,1,6.758134e+64
2,50,2,6.758134e+64
2,50,3,6.758134e+64
2,50,5,2.349869e+61
2,50,10,1.373801e+58
2,50,20,1.373801e+58
2,50,30,4.716714e+57
2,50,40,4.716714e+57
2,50,50,4.716714e+57
2,50,60,4.716714e+57
2,50,70,4.716714e+57
2,50,80,4.716714e+57
2,50,90,4.716714e+57
2,50,100,4.716714e+57
2,50,1,3.683093e+68
2,50,2,2.314281e+67
2,50,3,2.314281e+67
2,50,5,2.225184e+65
2,50,10,5.543308e+60
2,50,20,5.543308e+60
2,50,30,2.083254e+59
2,50,40,2.083254e+59
2,50,50,3.908535e+57
2,50,60,3.908535e+57
2,50,70,3.908535e+57
2,50,80,3.908535e+57
2,50,90,7.054190e+56
2,50,100,7.054190e+56
2,50,1,7.170820e+68
2,50,2,1.506731e+67
2,50,3,1.506731e+67
2,50,5,2.145329e+62
2,50,10,2.145329e+62
2,50,20,2.145329e+62
2,50,30,1.862078e+58
2,50,40,1.862078e+58
2,50,50,1.862078e+58
2,50,60,1.862078e+58
2,50,70,1.862078e+58
2,50,80,1.862078e+58
2,50,90,1.551818e+58
2,50,100,1.551818e+58
2,50,1,3.229434e+67
2,50,2,3.088134e+67
2,50,3,7.663402e+62
2,50,5,7.663402e+62
2,50,10,2.227992e+61
2,50,20,2.312367e+58
2,50,30,8.573311e+56
2,50,40,8.573311e+56
2,50,50,4.585632e+56
2,50,60,4.585632e+56
2,50,70,1.598263e+55
2,50,80,1.598263e+55
2,50,90,1.598263e+55
2,50,100,1.598263e+55
2,50,1,1.063060e+65
2,50,2,2.256330e+61
2,50,3,2.256330e+61
2,50,5,2.256330e+61
2,50,10,2.256330e+61
2,50,20,3.188219e+57
2,50,30,3.188219e+57
2,50,40,6.866366e+55
2,50,50,6.866366e+55
2,50,60,6.866366e+55
2,50,70,6.866366e+55
2,50,80,6.866366e+55
2,50,90,6.866366e+55
2,50,100,6.866366e+55
