funcid,dim,milestone,error
4,50,1,9.626568e+03
4,50,2,9.626568e+03
4,50,3,9.626568e+03
4,50,5,9.626568e+03
4,50,10,9.626568e+03
4,50,20,9.626568e+03
4,50,30,9.626568e+03
4,50,40,9.626568e+03
4,50,50,9.626568e+03
4,50,60,9.626568e+03
4,50,70,9.626568e+03
4,50,80,9.626568e+03
4,50,90,9.626568e+03
4,50,100,9.626568e+03
4,50,1,1.201744e+04
4,50,2,1.201744e+04
4,50,3,1.201744e+04
4,50,5,1.201744e+04
4,50,10,1.201744e+04
4,50,20,1.201744e+04
4,50,30,1.201744e+04
4,50,40,1.201744e+04
4,50,50,1.201744e+04
4,50,60,1.201744e+04
4,50,70,1.201744e+04
4,50,80,1.201744e+04
4,50,90,1.201744e+04
4,50,100,1.201744e+04
4,50,1,1.325890e+04
4,50,2,1.325890e+04
4,50,3,1.325890e+04
4,50,5,1.325890e+04
4,50,10,1.325890e+04
4,50,20,1.325890e+04
4,50,30,1.325890e+04
4,50,40,1.325890e+04
4,50,50,1.325890e+04
4,50,60,1.325890e+04
4,50,70,1.325890e+04
4,50,80,1.325890e+04
4,50,90,1.325890e+04
4,50,100,1.325890e+04
4,50,1,8.087480e+03
4,50,2,8.087480e+03
4,50,3,8.087480e+03
4,50,5,8.087480e+03
4,50,10,8.087480e+03
4,50,20,8.087480e+03
4,50,30,8.087480e+03
4,50,40,8.087480e+03
4,50,50,8.087480e+03
4,50,60,8.087480e+03
4,50,70,8.087480e+03
4,50,80,8.087480e+03
4,50,90,8.087480e+03
4,50,100,8.087480e+03
4,50,1,1.236782e+04
4,50,2,1.236782e+04
4,50,3,1.236782e+04
4,50,5,1.236782e+04
4,50,10,1.236782e+04
4,50,20,1.236782e+04
4,50,30,1.236782e+04
4,50,40,1.236782e+04
4,50,50,1.236782e+04
4,50,60,1.236782e+04
4,50,70,1.236782e+04
4,50,80,1.236782e+04
4,50,90,1.236782e+04
4,50,100,1.236782e+04
4,50,1,6.688210e+03
4,50,2,6.688210e+03
4,50,3,6.688210e+03
4,50,5,6.688210e+03
4,50,10,6.688210e+03
4,50,20,6.688210e+03
4,50,30,6.688210e+03
4,50,40,6.688210e+03
4,50,50,6.688210e+03
4,50,60,6.688210e+03
4,50,70,6.688210e+03
4,50,80,6.688210e+03
4,50,90,6.688210e+03
4,50,100,6.688210e+03
4,50,1,9.541639e+03
4,50,2,9.541639e+03
4,50,3,9.541639e+03
4,50,5,9.541639e+03
4,50,10,9.541639e+03
4,50,20,9.541639e+03
4,50,30,9.541639e+03
4,50,40,9.541639e+03
4,50,50,9.541639e+03
4,50,60,9.541639e+03
4,50,70,9.541639e+03
4,50,80,9.541639e+03
4,50,90,9.541639e+03
4,50,100,9.541639e+03
4,50,1,1.201983e+04
4,50,2,1.201983e+04
4,50,3,1.201983e+04
4,50,5,1.201983e+04
4,50,10,1.201983e+04
4,50,20,1.201983e+04
4,50,30,1.201983e+04
4,50,40,1.201983e+04
4,50,50,1.201983e+04
4,50,60,1.201983e+04
4,50,70,1.201983e+04
4,50,80,1.201983e+04
4,50,90,1.201983e+04
4,50,100,1.201983e+04
4,50,1,7.783011e+03
4,50,2,7.783011e+03
4,50,3,7.783011e+03
4,50,5,7.783011e+03
4,50,10,7.783011e+03
4,50,20,7.783011e+03
4,50,30,7.783011e+03
4,50,40,7.783011e+03
4,50,50,7.783011e+03
4,50,60,7.783011e+03
4,50,70,7.783011e+03
4,50,80,7.783011e+03
4,50,90,7.783011e+03
4,50,100,7.783011e+03
4,50,1,7.918860e+03
4,50,2,7.918860e+03
4,50,3,7.918860e+03
4,50,5,7.918860e+03
4,50,10,7.918860e+03
4,50,20,7.918860e+03
4,50,30,7.918860e+03
4,50,40,7.918860e+03
4,50,50,7.918860e+03
4,50,60,7.918860e+03
4,50,70,7.918860e+03
4,50,80,7.918860e+03
4,50,90,7.918860e+03
4,50,100,7.918860e+03
4,50,1,6.612878e+03
4,50,2,4.057100e+03
4,50,3,4.057100e+03
4,50,5,3.923992e+03
4,50,10,3.401104e+03
4,50,20,2.998950e+03
4,50,30,2.998950e+03
4,50,40,2.992040e+03
4,50,50,2.934088e+03
4,50,60,2.506263e+03
4,50,70,2.506263e+03
4,50,80,2.506263e+03
4,50,90,2.506263e+03
4,50,100,2.506263e+03
4,50,1,3.592194e+03
4,50,2,3.592194e+03
4,50,3,3.592194e+03
4,50,5,3.592194e+03
4,50,10,3.278543e+03
4,50,20,3.278543e+03
4,50,30,2.229168e+03
4,50,40,1.806721e+03
4,50,50,1.806721e+03
4,50,60,1.806721e+03
4,50,70,1.806721e+03
4,50,80,1.806721e+03
4,50,90,1.806721e+03
4,50,100,1.806721e+03
4,50,1,7.018036e+03
4,50,2,5.512678e+03
4,50,3,5.512678e+03
4,50,5,4.553973e+03
4,50,10,3.716151e+03
4,50,20,2.553057e+03
4,50,30,2.553057e+03
4,50,40,2.553057e+03
4,50,50,2.553057e+03
4,50,60,2.553057e+03
4,50,70,2.331427e+03
4,50,80,2.331427e+03
4,50,90,2.331427e+03
4,50,100,2.331427e+03
4,50,1,4.425032e+03
4,50,2,4.425032e+03
4,50,3,4.425032e+03
4,50,5,3.677700e+03
4,50,10,3.677700e+03
4,50,20,3.367487e+03
4,50,30,3.057054e+03
4,50,40,2.263077e+03
4,50,50,2.263077e+03
4,50,60,2.263077e+03
4,50,70,2.263077e+03
4,50,80,2.263077e+03
4,50,90,2.263077e+03
4,50,100,2.263077e+03
4,50,1,3.787293e+03
4,50,2,3.787293e+03
4,50,3,3.787293e+03
4,50,5,3.787293e+03
4,50,10,3.787293e+03
4,50,20,2.868262e+03
4,50,30,2.414467e+03
4,50,40,2.414467e+03
4,50,50,2.414467e+03
4,50,60,2.414467e+03
4,50,70,2.301882e+03
4,50,80,2.301882e+03
4,50,90,2.301882e+03
4,50,100,2.301882e+03
4,50,1,6.220265e+03
4,50,2,4.817382e+03
4,50,3,4.817382e+03
4,50,5,4.581883e+03
4,50,10,4.250547e+03
4,50,20,3.122032e+03
4,50,30,2.929313e+03
4,50,40,2.929313e+03
4,50,50,2.929313e+03
4,50,60,2.929313e+03
4,50,70,2.922649e+03
4,50,80,2.883939e+03
4,50,90,2.883939e+03
4,50,100,2.883939e+03
4,50,1,4.182799e+03
4,50,2,4.182799e+03
4,50,3,4.182799e+03
4,50,5,4.182799e+03
4,50,10,4.182799e+03
4,50,20,3.370166e+03
4,50,30,2.277861e+03
4,50,40,2.277861e+03
4,50,50,2.277861e+03
4,50,60,2.277861e+03
4,50,70,2.277861e+03
