funcid,dim,milestone,error
9,30,1,9.313430e+03
9,30,2,9.313430e+03
9,30,3,9.313430e+03
9,30,5,9.313430e+03
9,30,10,9.313430e+03
9,30,20,9.313430e+03
9,30,30,9.313430e+03
9,30,40,9.313430e+03
9,30,50,9.313430e+03
9,30,60,9.313430e+03
9,30,70,9.313430e+03
9,30,80,9.313430e+03
9,30,90,9.313430e+03
9,30,100,9.313430e+03
9,30,1,5.999021e+03
9,30,2,5.999021e+03
9,30,3,5.999021e+03
9,30,5,5.999021e+03
9,30,10,5.999021e+03
9,30,20,5.999021e+03
9,30,30,5.999021e+03
9,30,40,5.999021e+03
9,30,50,5.999021e+03
9,30,60,5.999021e+03
9,30,70,5.999021e+03
9,30,80,5.999021e+03
9,30,90,5.999021e+03
9,30,100,5.999021e+03
9,30,1,1.084506e+04
9,30,2,1.084506e+04
9,30,3,1.084506e+04
9,30,5,1.084506e+04
9,30,10,1.084506e+04
9,30,20,1.084506e+04
9,30,30,1.084506e+04
9,30,40,1.084506e+04
9,30,50,1.084506e+04
9,30,60,1.084506e+04
9,30,70,1.084506e+04
9,30,80,1.084506e+04
9,30,90,1.084506e+04
9,30,100,1.084506e+04
9,30,1,8.714518e+03
9,30,2,8.714518e+03
9,30,3,8.714518e+03
9,30,5,8.714518e+03
9,30,10,8.714518e+03
9,30,20,8.714518e+03
9,30,30,8.714518e+03
9,30,40,8.714518e+03
9,30,50,8.714518e+03
9,30,60,8.714518e+03
9,30,70,8.714518e+03
9,30,80,8.714518e+03
9,30,90,8.714518e+03
9,30,100,8.714518e+03
9,30,1,1.071708e+04
9,30,2,1.071708e+04
9,30,3,1.071708e+04
9,30,5,1.071708e+04
9,30,10,1.071708e+04
9,30,20,1.071708e+04
9,30,30,1.071708e+04
9,30,40,1.071708e+04
9,30,50,1.071708e+04
9,30,60,1.071708e+04
9,30,70,1.071708e+04
9,30,80,1.071708e+04
9,30,90,1.071708e+04
9,30,100,1.071708e+04
9,30,1,1.095160e+04
9,30,2,1.095160e+04
9,30,3,8.555613e+03
9,30,5,8.555613e+03
9,30,10,8.555613e+03
9,30,20,8.555613e+03
9,30,30,8.555613e+03
9,30,40,8.555613e+03
9,30,50,8.555613e+03
9,30,60,8.555613e+03
9,30,70,8.555613e+03
9,30,80,8.555613e+03
9,30,90,8.555613e+03
9,30,100,8.555613e+03
9,30,1,1.013577e+04
9,30,2,1.013577e+04
9,30,3,1.013577e+04
9,30,5,1.013577e+04
9,30,10,1.013577e+04
9,30,20,1.013577e+04
9,30,30,1.013577e+04
9,30,40,1.013577e+04
9,30,50,1.013577e+04
9,30,60,1.013577e+04
9,30,70,1.013577e+04
9,30,80,1.013577e+04
9,30,90,1.013577e+04
9,30,100,1.013577e+04
9,30,1,1.213303e+04
9,30,2,1.213303e+04
9,30,3,1.213303e+04
9,30,5,1.213303e+04
9,30,10,1.213303e+04
9,30,20,1.107898e+04
9,30,30,1.107898e+04
9,30,40,1.107898e+04
9,30,50,1.107898e+04
9,30,60,1.107898e+04
9,30,70,1.107898e+04
9,30,80,1.107898e+04
9,30,90,1.107898e+04
9,30,100,1.107898e+04
9,30,1,9.727516e+03
9,30,2,9.727516e+03
9,30,3,9.727516e+03
9,30,5,9.727516e+03
9,30,10,9.727516e+03
9,30,20,9.727516e+03
9,30,30,9.727516e+03
9,30,40,9.727516e+03
9,30,50,9.727516e+03
9,30,60,9.727516e+03
9,30,70,9.727516e+03
9,30,80,9.727516e+03
9,30,90,9.727516e+03
9,30,100,9.727516e+03
9,30,1,1.189828e+04
9,30,2,1.173189e+04
9,30,3,1.173189e+04
9,30,5,1.173189e+04
9,30,10,1.173189e+04
9,30,20,1.173189e+04
9,30,30,1.173189e+04
9,30,40,1.173189e+04
9,30,50,1.173189e+04
9,30,60,1.173189e+04
9,30,70,1.173189e+04
9,30,80,1.173189e+04
9,30,90,1.173189e+04
9,30,100,1.173189e+04
9,30,1,3.048164e+03
9,30,2,2.285481e+03
9,30,3,2.285481e+03
9,30,5,2.285481e+03
9,30,10,2.285481e+03
9,30,20,2.285481e+03
9,30,30,2.285481e+03
9,30,40,2.285481e+03
9,30,50,2.285481e+03
9,30,60,2.285481e+03
9,30,70,2.285481e+03
9,30,80,1.364852e+03
9,30,90,1.364852e+03
9,30,100,1.364852e+03
9,30,1,4.596729e+03
