funcid,dim,milestone,error
30,50,1,1.066672e+09
30,50,2,1.066672e+09
30,50,3,1.066672e+09
30,50,5,1.066672e+09
30,50,10,1.066672e+09
30,50,20,7.434761e+08
30,50,30,7.434761e+08
30,50,40,7.434761e+08
30,50,50,7.434761e+08
30,50,60,7.434761e+08
30,50,70,7.434761e+08
30,50,80,7.434761e+08
30,50,90,6.842251e+08
30,50,100,6.842251e+08
30,50,1,2.186941e+09
30,50,2,2.186941e+09
30,50,3,2.186941e+09
30,50,5,2.135540e+09
30,50,10,1.228867e+09
30,50,20,1.023415e+09
30,50,30,5.027678e+08
30,50,40,5.027678e+08
30,50,50,5.027678e+08
30,50,60,5.027678e+08
30,50,70,5.027678e+08
30,50,80,5.027678e+08
30,50,90,5.027678e+08
30,50,100,5.027678e+08
30,50,1,1.706538e+09
30,50,2,1.706538e+09
30,50,3,1.039820e+09
30,50,5,1.039820e+09
30,50,10,6.374155e+08
30,50,20,6.374155e+08
30,50,30,6.374155e+08
30,50,40,6.374155e+08
30,50,50,5.514316e+08
30,50,60,5.514316e+08
30,50,70,5.514316e+08
30,50,80,3.208254e+08
30,50,90,3.208254e+08
30,50,100,3.208254e+08
30,50,1,2.002730e+09
30,50,2,1.731989e+09
30,50,3,1.539169e+09
30,50,5,1.097611e+09
30,50,10,1.097611e+09
30,50,20,1.097611e+09
30,50,30,8.489288e+08
30,50,40,8.489288e+08
30,50,50,8.489288e+08
30,50,60,7.501217e+08
30,50,70,5.997280e+08
30,50,80,5.997280e+08
30,50,90,5.997280e+08
30,50,100,5.997280e+08
30,50,1,2.756106e+09
30,50,2,2.059906e+09
30,50,3,2.059906e+09
30,50,5,2.059906e+09
30,50,10,1.265708e+09
30,50,20,1.104247e+09
30,50,30,1.003735e+09
30,50,40,7.158651e+08
30,50,50,6.185372e+08
30,50,60,5.827973e+08
30,50,70,5.827973e+08
30,50,80,5.827973e+08
30,50,90,5.827973e+08
30,50,100,5.827973e+08
30,50,1,1.347337e+09
30,50,2,1.347337e+09
30,50,3,1.347337e+09
30,50,5,6.437440e+08
30,50,10,6.437440e+08
30,50,20,6.437440e+08
30,50,30,6.181669e+08
30,50,40,6.181669e+08
30,50,50,6.181669e+08
30,50,60,6.181669e+08
30,50,70,6.181669e+08
30,50,80,6.181669e+08
30,50,90,5.627357e+08
30,50,100,5.627357e+08
30,50,1,1.181316e+09
30,50,2,1.181316e+09
30,50,3,1.181316e+09
30,50,5,1.181316e+09
30,50,10,5.388033e+08
30,50,20,5.388033e+08
30,50,30,1.662853e+08
30,50,40,1.662853e+08
30,50,50,1.662853e+08
30,50,60,1.662853e+08
30,50,70,1.662853e+08
30,50,80,1.662853e+08
30,50,90,1.662853e+08
30,50,100,1.662853e+08
30,50,1,2.709760e+09
30,50,2,1.510942e+09
30,50,3,1.128794e+09
30,50,5,9.028591e+08
30,50,10,9.028591e+08
30,50,20,8.526525e+08
30,50,30,8.526525e+08
30,50,40,8.526525e+08
30,50,50,8.526525e+08
30,50,60,8.526525e+08
30,50,70,7.964293e+08
30,50,80,7.964293e+08
30,50,90,4.678494e+08
30,50,100,4.678494e+08
30,50,1,1.380749e+09
30,50,2,1.380749e+09
30,50,3,1.380749e+09
30,50,5,1.380749e+09
30,50,10,7.409029e+08
30,50,20,7.409029e+08
30,50,30,7.409029e+08
30,50,40,7.409029e+08
30,50,50,7.409029e+08
30,50,60,7.409029e+08
30,50,70,7.409029e+08
30,50,80,7.409029e+08
30,50,90,7.409029e+08
30,50,100,7.409029e+08
30,50,1,1.996721e+09
30,50,2,8.942472e+08
30,50,3,8.942472e+08
30,50,5,8.942472e+08
30,50,10,8.942472e+08
30,50,20,8.403362e+08
30,50,30,8.218428e+08
30,50,40,8.218428e+08
30,50,50,8.218428e+08
30,50,60,8.218428e+08
30,50,70,7.751238e+08
30,50,80,6.239697e+08
30,50,90,4.996594e+08
30,50,100,4.996594e+08
