funcid,dim,milestone,error
28,50,1,6.876632e+03
28,50,2,4.548333e+03
28,50,3,4.548333e+03
28,50,5,2.998182e+03
28,50,10,2.998182e+03
28,50,20,2.998182e+03
28,50,30,2.419504e+03
28,50,40,2.419504e+03
28,50,50,2.419504e+03
28,50,60,2.419504e+03
28,50,70,2.419504e+03
28,50,80,2.419504e+03
28,50,90,2.419504e+03
28,50,100,2.419504e+03
28,50,1,4.759498e+03
28,50,2,4.214981e+03
28,50,3,3.491927e+03
28,50,5,3.491927e+03
28,50,10,3.369065e+03
28,50,20,2.454328e+03
28,50,30,2.454328e+03
28,50,40,2.454328e+03
28,50,50,2.454328e+03
28,50,60,2.454328e+03
28,50,70,2.454328e+03
28,50,80,2.454328e+03
28,50,90,2.454328e+03
28,50,100,2.454328e+03
28,50,1,4.631004e+03
28,50,2,4.631004e+03
28,50,3,4.631004e+03
28,50,5,4.631004e+03
28,50,10,3.743216e+03
28,50,20,2.900681e+03
28,50,30,2.900681e+03
28,50,40,2.900681e+03
28,50,50,2.645212e+03
28,50,60,2.645212e+03
28,50,70,2.645212e+03
28,50,80,2.645212e+03
28,50,90,2.645212e+03
28,50,100,2.645212e+03
28,50,1,5.908727e+03
28,50,2,4.805718e+03
28,50,3,4.805718e+03
28,50,5,2.685264e+03
28,50,10,2.613124e+03
28,50,20,2.613124e+03
28,50,30,2.613124e+03
28,50,40,2.613124e+03
28,50,50,2.613124e+03
28,50,60,2.613124e+03
28,50,70,2.613124e+03
28,50,80,2.613124e+03
28,50,90,2.613124e+03
28,50,100,2.509238e+03
28,50,1,4.172045e+03
28,50,2,4.172045e+03
28,50,3,4.172045e+03
28,50,5,4.084511e+03
28,50,10,4.040298e+03
28,50,20,2.965331e+03
28,50,30,2.965331e+03
28,50,40,2.358004e+03
28,50,50,2.358004e+03
28,50,60,2.358004e+03
28,50,70,2.358004e+03
28,50,80,2.358004e+03
28,50,90,2.358004e+03
28,50,100,2.358004e+03
28,50,1,4.896049e+03
28,50,2,4.896049e+03
28,50,3,4.896049e+03
28,50,5,4.163635e+03
28,50,10,3.838745e+03
28,50,20,3.239154e+03
28,50,30,3.239154e+03
28,50,40,3.019594e+03
28,50,50,3.019594e+03
28,50,60,3.019594e+03
28,50,70,3.019594e+03
28,50,80,3.019594e+03
28,50,90,2.709350e+03
28,50,100,2.709350e+03
28,50,1,5.660020e+03
28,50,2,4.796777e+03
28,50,3,4.796777e+03
28,50,5,4.654892e+03
28,50,10,4.501666e+03
28,50,20,3.385005e+03
28,50,30,2.911603e+03
28,50,40,2.911603e+03
28,50,50,2.911603e+03
28,50,60,2.911603e+03
28,50,70,2.600731e+03
28,50,80,2.600731e+03
28,50,90,2.600731e+03
28,50,100,2.600731e+03
28,50,1,5.827735e+03
28,50,2,5.827735e+03
28,50,3,4.232454e+03
28,50,5,4.232454e+03
28,50,10,4.232454e+03
28,50,20,3.405785e+03
28,50,30,3.015747e+03
28,50,40,3.015747e+03
28,50,50,3.015747e+03
28,50,60,3.015747e+03
28,50,70,3.015747e+03
28,50,80,2.844944e+03
28,50,90,2.844944e+03
28,50,100,2.844944e+03
28,50,1,5.412118e+03
28,50,2,4.453475e+03
28,50,3,4.453475e+03
28,50,5,4.453475e+03
28,50,10,4.356433e+03
28,50,20,3.129613e+03
28,50,30,3.129613e+03
28,50,40,3.129613e+03
28,50,50,3.129613e+03
28,50,60,2.386275e+03
28,50,70,2.386275e+03
28,50,80,2.386275e+03
28,50,90,2.386275e+03
28,50,100,2.386275e+03
28,50,1,4.008213e+03
28,50,2,3.011667e+03
28,50,3,3.011667e+03
28,50,5,2.900640e+03
28,50,10,2.900640e+03
28,50,20,2.707833e+03
28,50,30,2.707833e+03
28,50,40,2.677023e+03
28,50,50,2.677023e+03
28,50,60,2.677023e+03
28,50,70,2.677023e+03
28,50,80,2.677023e+03
28,50,90,2.677023e+03
28,50,100,2.677023e+03
