funcid,dim,milestone,error
25,10,1,9.439001e+02
25,10,2,9.369700e+02
25,10,3,8.920037e+02
25,10,5,7.151135e+02
25,10,10,6.151625e+02
25,10,20,5.212704e+02
25,10,30,5.212704e+02
25,10,40,4.698551e+02
25,10,50,4.698551e+02
25,10,60,4.698551e+02
25,10,70,4.698551e+02
25,10,80,4.698551e+02
25,10,90,4.698551e+02
25,10,100,4.698551e+02
25,10,1,9.439001e+02
25,10,2,7.090024e+02
25,10,3,7.090024e+02
25,10,5,6.922710e+02
25,10,10,5.630226e+02
25,10,20,5.528491e+02
25,10,30,4.929839e+02
25,10,40,4.929839e+02
25,10,50,4.929839e+02
25,10,60,4.929839e+02
25,10,70,4.929839e+02
25,10,80,4.929839e+02
25,10,90,4.929839e+02
25,10,100,4.929839e+02
25,10,1,9.439001e+02
25,10,2,9.439001e+02
25,10,3,5.313765e+02
25,10,5,5.313765e+02
25,10,10,5.313765e+02
25,10,20,5.313765e+02
25,10,30,5.313765e+02
25,10,40,5.313765e+02
25,10,50,5.313765e+02
25,10,60,5.313765e+02
25,10,70,5.290896e+02
25,10,80,5.221526e+02
25,10,90,5.221526e+02
25,10,100,5.164608e+02
25,10,1,9.439001e+02
25,10,2,9.439001e+02
25,10,3,6.934976e+02
25,10,5,6.339887e+02
25,10,10,6.290319e+02
25,10,20,5.781289e+02
25,10,30,4.963060e+02
25,10,40,4.948689e+02
25,10,50,4.948689e+02
25,10,60,4.948689e+02
25,10,70,4.948689e+02
25,10,80,4.948689e+02
25,10,90,4.948689e+02
25,10,100,4.948689e+02
25,10,1,9.439001e+02
25,10,2,7.460935e+02
25,10,3,6.561058e+02
25,10,5,6.079692e+02
25,10,10,6.079692e+02
25,10,20,5.294108e+02
25,10,30,5.294108e+02
25,10,40,5.294108e+02
25,10,50,5.294108e+02
25,10,60,5.040408e+02
25,10,70,5.040408e+02
25,10,80,5.040408e+02
25,10,90,4.589773e+02
25,10,100,4.589773e+02
25,10,1,9.439001e+02
25,10,2,9.439001e+02
25,10,3,7.217563e+02
25,10,5,5.419269e+02
25,10,10,5.366846e+02
25,10,20,5.215568e+02
25,10,30,4.230513e+02
25,10,40,4.230513e+02
25,10,50,4.230513e+02
25,10,60,4.230513e+02
25,10,70,4.230513e+02
25,10,80,4.230513e+02
25,10,90,4.230513e+02
25,10,100,4.230513e+02
25,10,1,9.439001e+02
25,10,2,9.439001e+02
25,10,3,8.488112e+02
25,10,5,8.488112e+02
25,10,10,8.310342e+02
25,10,20,5.716608e+02
25,10,30,5.716608e+02
25,10,40,5.716608e+02
25,10,50,5.655341e+02
25,10,60,5.655341e+02
25,10,70,4.823103e+02
25,10,80,4.823103e+02
25,10,90,4.823103e+02
25,10,100,4.823103e+02
25,10,1,9.439001e+02
25,10,2,9.439001e+02
25,10,3,7.575014e+02
25,10,5,4.620002e+02
25,10,10,4.620002e+02
25,10,20,4.620002e+02
25,10,30,4.620002e+02
25,10,40,4.620002e+02
25,10,50,4.620002e+02
25,10,60,4.620002e+02
25,10,70,4.620002e+02
25,10,80,4.620002e+02
25,10,90,4.620002e+02
25,10,100,4.620002e+02
25,10,1,9.439001e+02
25,10,2,9.439001e+02
25,10,3,9.439001e+02
25,10,5,8.068517e+02
25,10,10,7.427915e+02
25,10,20,5.260466e+02
25,10,30,4.633531e+02
25,10,40,4.633531e+02
25,10,50,4.633531e+02
25,10,60,4.633531e+02
25,10,70,4.633531e+02
25,10,80,4.633531e+02
25,10,90,4.633531e+02
25,10,100,4.633531e+02
25,10,1,9.439001e+02
25,10,2,8.053633e+02
25,10,3,6.928800e+02
25,10,5,5.248007e+02
25,10,10,4.758014e+02
25,10,20,4.758014e+02
25,10,30,4.758014e+02
25,10,40,4.758014e+02
25,10,50,4.758014e+02
25,10,60,4.758014e+02
25,10,70,4.758014e+02
25,10,80,4.758014e+02
25,10,90,4.758014e+02
25,10,100,4.758014e+02
