funcid,dim,milestone,error
30,50,1,2.889197e+08
30,50,2,2.448335e+08
30,50,3,1.807554e+08
30,50,5,1.430255e+08
30,50,10,1.427194e+08
30,50,20,1.147247e+08
30,50,30,7.913254e+07
30,50,40,2.100108e+07
30,50,50,2.100108e+07
30,50,60,2.100108e+07
30,50,70,2.100108e+07
30,50,80,2.100108e+07
30,50,90,2.100108e+07
30,50,100,2.100108e+07
30,50,1,1.410949e+08
30,50,2,2.388025e+07
30,50,3,2.357357e+07
30,50,5,2.338425e+07
30,50,10,2.334005e+07
30,50,20,2.334005e+07
30,50,30,2.334005e+07
30,50,40,2.334005e+07
30,50,50,2.334005e+07
30,50,60,2.334005e+07
30,50,70,2.334005e+07
30,50,80,2.334005e+07
30,50,90,2.334005e+07
30,50,100,2.334005e+07
30,50,1,5.084536e+08
30,50,2,1.087872e+08
30,50,3,4.015494e+07
30,50,5,3.967027e+07
30,50,10,1.889278e+07
30,50,20,1.889278e+07
30,50,30,1.889278e+07
30,50,40,1.889278e+07
30,50,50,1.889278e+07
30,50,60,1.889278e+07
30,50,70,1.889278e+07
30,50,80,1.889278e+07
30,50,90,1.889278e+07
30,50,100,1.889278e+07
30,50,1,1.495462e+08
30,50,2,9.315197e+07
30,50,3,7.415609e+07
30,50,5,3.125940e+07
30,50,10,3.036361e+07
30,50,20,3.036361e+07
30,50,30,2.896744e+07
30,50,40,2.896744e+07
30,50,50,2.896744e+07
30,50,60,2.896744e+07
30,50,70,2.896744e+07
30,50,80,2.896744e+07
30,50,90,2.896744e+07
30,50,100,2.896744e+07
30,50,1,6.764004e+07
30,50,2,5.447049e+07
30,50,3,5.414879e+07
30,50,5,5.402785e+07
30,50,10,5.401839e+07
30,50,20,5.401839e+07
30,50,30,4.170577e+07
30,50,40,4.170577e+07
30,50,50,2.919401e+07
30,50,60,2.919401e+07
30,50,70,2.919401e+07
30,50,80,2.919401e+07
30,50,90,2.919401e+07
30,50,100,2.919401e+07
30,50,1,2.238439e+08
30,50,2,5.423576e+07
30,50,3,4.719134e+07
30,50,5,4.540065e+07
30,50,10,4.539747e+07
30,50,20,4.539747e+07
30,50,30,4.539747e+07
30,50,40,4.539747e+07
30,50,50,3.287065e+07
30,50,60,3.287065e+07
30,50,70,3.287065e+07
30,50,80,3.287065e+07
30,50,90,3.287065e+07
30,50,100,3.287065e+07
30,50,1,3.708778e+08
30,50,2,1.854824e+08
30,50,3,1.066920e+08
30,50,5,2.966425e+07
30,50,10,2.652862e+07
30,50,20,2.652862e+07
30,50,30,2.652862e+07
30,50,40,2.652862e+07
30,50,50,2.652862e+07
30,50,60,2.652862e+07
30,50,70,2.652862e+07
30,50,80,2.652862e+07
30,50,90,2.652862e+07
30,50,100,2.652862e+07
30,50,1,6.052179e+08
30,50,2,2.338008e+08
30,50,3,1.696589e+08
30,50,5,6.527334e+07
30,50,10,4.130795e+07
30,50,20,4.130795e+07
30,50,30,2.454289e+07
30,50,40,2.454289e+07
30,50,50,1.448305e+07
30,50,60,1.448305e+07
30,50,70,1.448305e+07
30,50,80,1.448305e+07
30,50,90,1.448305e+07
30,50,100,1.448305e+07
30,50,1,6.146628e+07
30,50,2,5.990138e+07
30,50,3,3.767245e+07
30,50,5,3.760085e+07
30,50,10,3.749193e+07
30,50,20,3.749193e+07
30,50,30,3.276761e+07
30,50,40,2.926819e+07
30,50,50,2.926819e+07
30,50,60,2.926819e+07
30,50,70,2.926819e+07
30,50,80,2.926819e+07
30,50,90,2.926819e+07
30,50,100,2.926819e+07
30,50,1,1.090825e+08
30,50,2,9.071112e+07
30,50,3,9.054119e+07
30,50,5,5.859442e+07
30,50,10,2.949677e+07
30,50,20,2.949677e+07
30,50,30,2.949677e+07
30,50,40,2.949677e+07
30,50,50,2.949677e+07
30,50,60,2.949677e+07
30,50,70,2.949677e+07
30,50,80,2.949677e+07
30,50,90,2.949677e+07
30,50,100,2.949677e+07
