funcid,dim,milestone,error
27,30,1,6.143825e+02
27,30,2,5.721641e+02
27,30,3,5.662693e+02
27,30,5,5.635899e+02
27,30,10,5.635899e+02
27,30,20,5.635899e+02
27,30,30,5.542494e+02
27,30,40,5.500671e+02
27,30,50,5.372125e+02
27,30,60,5.372125e+02
27,30,70,5.372125e+02
27,30,80,5.372125e+02
27,30,90,5.372125e+02
27,30,100,5.372125e+02
27,30,1,5.839997e+02
27,30,2,5.686974e+02
27,30,3,5.650084e+02
27,30,5,5.558086e+02
27,30,10,5.554852e+02
27,30,20,5.554852e+02
27,30,30,5.492009e+02
27,30,40,5.492009e+02
27,30,50,5.450040e+02
27,30,60,5.450040e+02
27,30,70,5.450040e+02
27,30,80,5.450040e+02
27,30,90,5.450040e+02
27,30,100,5.450040e+02
27,30,1,5.705241e+02
27,30,2,5.603930e+02
27,30,3,5.507346e+02
27,30,5,5.489967e+02
27,30,10,5.489967e+02
27,30,20,5.489967e+02
27,30,30,5.420722e+02
27,30,40,5.420722e+02
27,30,50,5.410201e+02
27,30,60,5.410201e+02
27,30,70,5.410201e+02
27,30,80,5.410201e+02
27,30,90,5.410201e+02
27,30,100,5.410201e+02
27,30,1,5.872063e+02
27,30,2,5.625866e+02
27,30,3,5.569168e+02
27,30,5,5.468449e+02
27,30,10,5.467338e+02
27,30,20,5.467338e+02
27,30,30,5.361178e+02
27,30,40,5.361178e+02
27,30,50,5.361178e+02
27,30,60,5.361178e+02
27,30,70,5.361178e+02
27,30,80,5.361178e+02
27,30,90,5.361178e+02
27,30,100,5.361178e+02
27,30,1,5.909623e+02
27,30,2,5.609722e+02
27,30,3,5.522662e+02
27,30,5,5.491100e+02
27,30,10,5.439498e+02
27,30,20,5.401196e+02
27,30,30,5.352110e+02
27,30,40,5.352110e+02
27,30,50,5.352110e+02
27,30,60,5.352110e+02
27,30,70,5.352110e+02
27,30,80,5.352110e+02
27,30,90,5.352110e+02
27,30,100,5.352110e+02
27,30,1,5.761706e+02
27,30,2,5.556215e+02
27,30,3,5.425318e+02
27,30,5,5.368961e+02
27,30,10,5.368961e+02
27,30,20,5.368961e+02
27,30,30,5.368961e+02
27,30,40,5.368961e+02
27,30,50,5.368961e+02
27,30,60,5.368961e+02
27,30,70,5.368961e+02
27,30,80,5.368961e+02
27,30,90,5.368961e+02
27,30,100,5.368961e+02
27,30,1,5.836333e+02
27,30,2,5.642690e+02
27,30,3,5.592847e+02
27,30,5,5.584510e+02
27,30,10,5.432726e+02
27,30,20,5.432726e+02
27,30,30,5.432726e+02
27,30,40,5.432726e+02
27,30,50,5.432726e+02
27,30,60,5.432726e+02
27,30,70,5.432726e+02
27,30,80,5.432726e+02
27,30,90,5.432726e+02
27,30,100,5.432726e+02
27,30,1,5.994285e+02
27,30,2,5.765328e+02
27,30,3,5.757902e+02
27,30,5,5.525049e+02
27,30,10,5.515561e+02
27,30,20,5.412946e+02
27,30,30,5.412946e+02
27,30,40,5.287505e+02
27,30,50,5.287505e+02
27,30,60,5.287505e+02
27,30,70,5.287505e+02
27,30,80,5.287505e+02
27,30,90,5.287505e+02
27,30,100,5.287505e+02
27,30,1,6.166181e+02
27,30,2,5.842650e+02
27,30,3,5.718213e+02
27,30,5,5.547810e+02
27,30,10,5.517430e+02
27,30,20,5.517430e+02
27,30,30,5.482992e+02
27,30,40,5.432606e+02
27,30,50,5.412335e+02
27,30,60,5.412335e+02
27,30,70,5.412335e+02
27,30,80,5.412335e+02
27,30,90,5.412335e+02
27,30,100,5.412335e+02
27,30,1,5.930783e+02
27,30,2,5.690863e+02
27,30,3,5.534398e+02
27,30,5,5.519040e+02
27,30,10,5.466637e+02
27,30,20,5.466637e+02
27,30,30,5.410225e+02
27,30,40,5.410225e+02
27,30,50,5.410225e+02
27,30,60,5.410225e+02
27,30,70,5.410225e+02
27,30,80,5.410225e+02
27,30,90,5.410225e+02
27,30,100,5.410225e+02
