funcid,dim,milestone,error
9,10,1,3.340985e+02
9,10,2,6.693801e+01
9,10,3,3.267786e+01
9,10,5,2.366494e+01
9,10,10,2.366494e+01
9,10,20,2.366494e+01
9,10,30,2.366494e+01
9,10,40,2.366494e+01
9,10,50,1.353097e+01
9,10,60,1.353097e+01
9,10,70,1.353097e+01
9,10,80,1.353097e+01
9,10,90,1.353097e+01
9,10,100,1.353097e+01
9,10,1,2.254115e+02
9,10,2,1.318713e+02
9,10,3,5.319557e+01
9,10,5,2.090351e+01
9,10,10,2.090351e+01
9,10,20,2.090351e+01
9,10,30,2.090351e+01
9,10,40,2.090351e+01
9,10,50,2.090351e+01
9,10,60,2.090351e+01
9,10,70,2.090351e+01
9,10,80,2.090351e+01
9,10,90,2.090351e+01
9,10,100,2.090351e+01
9,10,1,1.497139e+02
9,10,2,6.504666e+01
9,10,3,5.663811e+01
9,10,5,5.663811e+01
9,10,10,3.416696e+01
9,10,20,3.416696e+01
9,10,30,3.416696e+01
9,10,40,3.416696e+01
9,10,50,3.077415e+01
9,10,60,3.077415e+01
9,10,70,3.077415e+01
9,10,80,3.077415e+01
9,10,90,3.077415e+01
9,10,100,3.077415e+01
9,10,1,7.414061e+02
9,10,2,2.967228e+02
9,10,3,1.069960e+02
9,10,5,1.069960e+02
9,10,10,3.406791e+01
9,10,20,3.406791e+01
9,10,30,1.240386e+01
9,10,40,1.240386e+01
9,10,50,1.240386e+01
9,10,60,1.240386e+01
9,10,70,1.240386e+01
9,10,80,1.240386e+01
9,10,90,1.240386e+01
9,10,100,1.240386e+01
9,10,1,2.830166e+02
9,10,2,2.090364e+02
9,10,3,1.550323e+02
9,10,5,1.550323e+02
9,10,10,1.550323e+02
9,10,20,5.331636e+01
9,10,30,5.331636e+01
9,10,40,3.839655e+01
9,10,50,1.449252e+01
9,10,60,1.449252e+01
9,10,70,1.449252e+01
9,10,80,1.449252e+01
9,10,90,1.449252e+01
9,10,100,1.449252e+01
9,10,1,1.567783e+02
9,10,2,8.867641e+01
9,10,3,5.628744e+01
9,10,5,5.304620e+01
9,10,10,4.962252e+01
9,10,20,4.962252e+01
9,10,30,2.956900e+01
9,10,40,2.956900e+01
9,10,50,2.770093e+01
9,10,60,2.770093e+01
9,10,70,2.770093e+01
9,10,80,2.770093e+01
9,10,90,2.770093e+01
9,10,100,2.770093e+01
9,10,1,2.869599e+02
9,10,2,1.308100e+02
9,10,3,1.004198e+02
9,10,5,8.905463e+01
9,10,10,8.905463e+01
9,10,20,2.302414e+01
9,10,30,2.302414e+01
9,10,40,2.302414e+01
9,10,50,1.721062e+01
9,10,60,1.721062e+01
9,10,70,1.721062e+01
9,10,80,1.721062e+01
9,10,90,1.721062e+01
9,10,100,1.721062e+01
9,10,1,1.318172e+02
9,10,2,5.472006e+01
9,10,3,3.891800e+01
9,10,5,2.947915e+01
9,10,10,2.947915e+01
9,10,20,2.947915e+01
9,10,30,2.041506e+01
9,10,40,2.041506e+01
9,10,50,2.041506e+01
9,10,60,2.041506e+01
9,10,70,2.041506e+01
9,10,80,2.041506e+01
9,10,90,2.041506e+01
9,10,100,2.041506e+01
9,10,1,7.857112e+01
9,10,2,4.189781e+01
9,10,3,4.189781e+01
9,10,5,4.189781e+01
9,10,10,4.189781e+01
9,10,20,2.375422e+01
9,10,30,2.375422e+01
9,10,40,2.375422e+01
9,10,50,2.375422e+01
9,10,60,1.826702e+01
9,10,70,1.826702e+01
9,10,80,1.826702e+01
9,10,90,1.826702e+01
9,10,100,1.826702e+01
9,10,1,8.764418e+02
9,10,2,1.856703e+02
9,10,3,1.784530e+02
9,10,5,1.784530e+02
9,10,10,1.297107e+02
9,10,20,4.060047e+01
9,10,30,2.596001e+01
9,10,40,2.596001e+01
9,10,50,2.371856e+01
9,10,60,1.436832e+01
9,10,70,1.436832e+01
9,10,80,1.436832e+01
9,10,90,1.436832e+01
9,10,100,1.436832e+01
